1 1 3.8
1 1 5.8
1 1 10.6
1 1 9.2
1 1 11.6
1 1 11.0
1 1 7.2
1 1 9.8
1 1 13.2
1 1 10.6
1 1 5.0
1 1 13.2
1 1 10.0
1 1 11.0
1 1 6.0
1 1 5.8
1 1 9.8
1 1 4.4
1 1 3.8
1 1 5.6
1 2 5.7
1 2 7.7
1 2 8.1
1 2 10.3
1 2 6.9
1 2 4.9
1 2 4.5
1 2 16.5
1 2 15.7
1 2 10.3
1 2 12.3
1 2 8.3
1 2 8.7
1 2 7.5
1 2 16.1
1 2 6.9
1 2 3.1
1 2 6.9
1 2 4.7
1 2 8.3
2 1 8.9
2 1 10.1
2 1 13.1
2 1 14.5
2 1 17.3
2 1 9.7
2 1 14.5
2 1 7.1
2 1 14.1
2 1 14.7
2 1 16.5
2 1 12.1
2 1 10.1
2 1 9.3
2 1 12.9
2 1 12.3
2 1 18.5
2 1 7.5
2 1 4.7
2 1 6.7
2 2 12.0
2 2 8.4
2 2 13.2
2 2 11.2
2 2 20.8
2 2 6.0
2 2 12.6
2 2 10.4
2 2 16.6
2 2 13.8
2 2 13.0
2 2 17.0
2 2 15.4
2 2 16.0
2 2 9.4
2 2 12.0
2 2 17.2
2 2 15.0
2 2 10.0
2 2 15.0

