9 57 
12 47 
13 56 
13 47 
14 40 
10 55 
10 52 
17 25 
16 25 
12 44 
10 61 
10 49 
13 52 
11 63 
8 57 
11 56 
5 33 
10 64 
10 47 
13 46 
9 52 
13 51 
8 48 
9 56 
7 48 
7 48 
10 55 
7 53 
9 56 
13 48 
11 48 
6 32 
9 51 
10 56 
11 57 
12 53 
8 54 
7 45 
13 52 
10 56 
18 25 
14 41 
12 56 
10 60 
4 29 
8 54 
9 54 
13 43 
15 35 
11 49 
6 47 
10 64 
15 31 
10 51 
9 49 
10 58 
10 53 
9 52 
9 53 
10 52 
13 47 
15 37 
3 15 
12 54 
10 53 
8 52 
10 60 
11 55 
10 54 
14 44 
13 50 
12 58 
11 51 
14 36 
9 56 
10 58 
8 50 
9 56 
10 48 
7 42 
15 34 
11 47 
13 49 
8 42 
11 52 
6 43 
10 58 
10 52 
10 52 
7 51 
10 55 
10 59 
12 52 
7 46 
7 47 
10 52 
11 54 
12 52 
15 35 
11 55 
12 52 
10 52 
12 48 
10 52 
7 52 
10 61 
11 59 
18 23 
10 57 
7 42 
12 54 
9 48 
10 56 
13 48 
6 44 
8 57 
11 60 
10 55 
3 17 
12 50 
