52 49
37 35
65 36
65 44
32 29
57 43
74 47
45 33
86 62
44 40
52 52
88 71
46 41
49 28
33 41
62 42
54 36
86 56
62 55
69 64
86 70
68 49
60 59
63 57
55 38
39 39
49 38
59 53
85 68
46 29
71 60
70 44
61 50
51 42
78 63
52 41
56 53
93 54
41 45
61 55
54 42
58 47
29 35
39 42
48 38
50 42
68 65
53 45
59 53
50 64
71 65
44 39
67 47
66 36
91 75
56 57
62 50
74 48
58 53
80 61
58 55
73 68
45 48
54 47
70 58
28 43
80 66
54 53
53 51
58 49
81 62
60 42
52 58
61 55
49 36
46 48
39 44
58 43
74 50
79 57
56 54
81 69
63 42
73 63
53 46
62 56
88 73
63 50
56 49
82 63
50 53
64 46
56 54
71 61
67 43
56 46
76 74
68 56
74 62
69 55
62 44
39 44
67 52
72 53
59 46
62 64
61 46
80 66
66 57
47 35
