1 30 
1 23 
1 27 
1 35 
1 30 
1 42 
1 39 
1 26 
1 36 
1 26 
1 31 
1 14 
1 27 
1 32 
1 39 
1 28 
1 36 
1 29 
1 23 
1 31 
1 24 
1 25 
1 31 
1 18 
1 32 
1 25 
1 26 
1 32 
1 17 
1 34 
2 28 
2 42 
2 36 
2 38 
2 29 
2 29 
2 36 
2 27 
2 25 
2 29 
2 30 
2 33 
2 34 
2 38 
2 32 
2 28 
2 28 
2 49 
2 47 
2 38 
2 41 
2 34 
2 35 
2 33 
2 48 
2 32 
2 25 
2 32 
2 28 
2 34 
3 30 
3 38 
3 36 
3 39 
3 36 
3 33 
3 34 
3 28 
3 32 
3 35 
3 30 
3 31 
3 26 
3 25 
3 34 
3 31 
3 37 
3 25 
3 26 
3 43 
3 49 
3 21 
3 32 
3 34 
3 30 
3 32 
3 38 
3 31 
3 50 
3 29 
