52 9 
31 13 
52 14 
50 14 
71 16 
36 9 
65 10 
67 19 
88 18 
47 13 
39 10 
48 10 
54 14 
31 12 
35 7 
38 12 
70 3 
29 10 
42 10 
102 14 
24 9 
37 14 
32 8 
52 9 
52 6 
36 6 
56 10 
96 6 
36 9 
58 14 
44 11 
42 5 
28 8 
38 10 
50 11 
70 13 
27 7 
29 6 
47 14 
80 9 
43 20 
56 16 
44 13 
40 10 
34 2 
39 8 
22 9 
43 15 
29 17 
83 12 
87 4 
51 11 
57 17 
77 11 
20 8 
92 9 
26 10 
49 9 
24 9 
65 10 
82 15 
55 17 
71 1 
50 13 
81 9 
55 7 
65 10 
24 12 
70 10 
22 16 
13 14 
27 13 
41 11 
70 16 
109 8 
45 11 
80 7 
32 8 
25 10 
35 6 
80 16 
38 11 
44 14 
30 7 
30 12 
30 5 
28 10 
101 10 
60 10 
49 6 
30 10 
38 10 
50 13 
41 6 
52 6 
34 10 
58 12 
33 13 
51 16 
31 12 
