1 2 4 7 8 9 5 6 7 1 5 4 6 6 7 5 5 7 1 2 3 6 7 7 5 5 7 1 2 4 6 7 8 4 5 6 892833689 Fri Apr 17 12:21:29 1998

9 8 5 5 3 1 1 1 1 9 7 5 5 4 3 3 1 1 9 6 5 5 5 2 3 2 1 9 6 5 5 3 2 2 1 1 892846248 Fri Apr 17 15:50:48 1998

9 7 2 7 2 1 4 2 1 8 5 2 6 3 1 4 2 1 9 5 2 7 3 1 3 2 1 9 5 2 7 3 1 3 2 1 892848026 Fri Apr 17 16:20:26 1998

9 7 5 6 3 1 3 2 1 9 4 5 6 3 1 4 2 1 9 7 5 6 1 3 3 1 1 9 6 6 8 1 1 3 1 1 892947421 Sat Apr 18 19:57:01 1998

9 7 5 6 3 1 6 2 1 9 7 5 6 4 2 6 3 1 9 4 6 5 4 1 3 2 1 9 4 3 5 3 1 6 2 1 892949164 Sat Apr 18 20:26:04 1998

8 5 3 7 1 2 4 2 1 8 5 4 7 3 3 4 2 1 9 6 3 8 4 2 3 2 2 9 4 6 8 5 3 4 2 1 893006169 Sun Apr 19 12:16:09 1998

8 7 6 5 4 2 5 4 1 8 7 6 5 2 2 4 2 1 8 8 6 4 2 3 4 2 1 8 8 6 6 3 3 4 2 2 893007864 Sun Apr 19 12:44:24 1998

8 7 3 2 3 1 5 4 1 8 8 5 4 4 1 3 3 2 8 9 3 4 2 1 5 5 2 8 9 6 3 2 1 4 5 1 893012525 Sun Apr 19 14:02:05 1998

9 8 3 7 5 2 4 1 1 9 8 5 7 6 3 5 1 1 9 8 4 5 5 2 5 1 1 9 9 5 8 2 3 5 1 2 893023686 Sun Apr 19 17:08:06 1998

9 8 4 7 2 3 5 3 2 8 8 4 7 4 3 5 2 2 9 8 6 6 3 2 3 2 3 8 8 4 7 3 3 3 3 1 893027448 Sun Apr 19 18:10:48 1998

9 8 3 8 5 1 6 1 1 8 8 5 7 4 1 5 1 1 8 7 4 5 2 1 4 2 1 9 8 4 6 2 1 6 3 1 893036063 Sun Apr 19 20:34:23 1998

8 4 7 7 2 7 4 1 2 8 6 7 7 3 6 5 1 2 8 4 6 7 3 6 5 1 2 8 4 6 7 3 5 4 1 2 893036184 Sun Apr 19 20:36:24 1998

9 4 1 8 4 3 2 2 1 8 5 2 8 3 2 3 3 1 7 6 2 7 3 2 3 2 1 8 4 2 8 5 2 4 3 2 893041975 Sun Apr 19 22:12:55 1998

7 6 3 4 2 1 5 2 1 9 5 3 4 2 1 2 2 1 8 4 2 5 3 1 4 3 1 8 4 2 4 2 1 3 3 1 893050235 Mon Apr 20  0:30:35 1998

8 8 3 6 2 2 3 3 2 7 7 4 3 3 2 3 3 2 4 6 3 3 3 7 6 7 3 2 7 2 6 6 1 5 9 3 893060862 Mon Apr 20  3:27:42 1998

8 8 3 6 2 2 3 3 2 7 7 4 3 3 2 3 3 2 4 6 3 3 3 7 6 7 3 8 7 3 7 3 2 3 2 1 893061008 Mon Apr 20  3:30:08 1998

9 9 4 8 2 3 6 4 1 8 8 6 7 3 2 6 4 1 8 8 6 7 3 2 7 4 3 8 7 6 7 3 2 6 3 3 893083661 Mon Apr 20  9:47:41 1998

9 7 2 9 7 3 5 4 1 9 7 3 9 8 4 4 3 2 9 8 3 8 7 3 6 3 1 8 7 2 9 7 3 6 4 1 893084370 Mon Apr 20  9:59:30 1998

9 9 6 8 3 4 7 3 1 9 8 5 7 3 3 3 2 2 9 8 5 7 3 4 5 3 2 9 8 5 8 3 4 3 2 2 893084596 Mon Apr 20 10:03:16 1998

9 5 3 3 4 1 4 1 1 9 4 3 2 2 2 4 2 1 8 6 3 3 2 1 4 2 1 9 5 3 3 3 1 4 2 1 893088771 Mon Apr 20 11:12:51 1998

8 6 2 7 3 1 3 1 1 8 7 3 7 2 2 3 1 1 8 6 1 5 2 1 3 1 1 8 5 3 5 2 1 4 1 1 893092302 Mon Apr 20 12:11:42 1998

9 9 3 4 2 1 4 3 1 9 8 6 4 3 1 3 4 1 9 8 6 3 3 1 4 2 1 9 8 4 3 3 1 4 2 1 893092826 Mon Apr 20 12:20:26 1998

6 6 5 7 4 4 4 2 1 8 5 5 7 4 5 5 2 1 6 3 5 5 4 4 4 2 1 7 5 4 7 5 4 6 1 2 893094365 Mon Apr 20 12:46:05 1998

9 5 4 4 4 1 4 2 1 9 6 4 3 3 3 4 2 1 9 6 4 4 3 1 4 3 1 9 6 3 6 3 1 4 2 1 893095179 Mon Apr 20 12:59:39 1998

9 8 4 7 3 3 4 2 1 9 8 5 7 3 2 4 3 1 9 7 4 8 4 3 5 2 2 9 4 5 7 3 1 5 2 3 893095184 Mon Apr 20 12:59:44 1998

8 8 2 9 7 3 3 2 1 9 7 3 8 5 2 4 4 1 9 8 3 7 7 1 4 3 1 9 8 4 7 6 1 3 2 1 893100612 Mon Apr 20 14:30:12 1998

8 7 2 8 1 2 3 3 1 8 6 4 7 2 2 4 1 2 8 8 2 8 2 2 6 1 1 8 7 4 7 2 2 7 1 1 893100629 Mon Apr 20 14:30:29 1998

8 9 2 3 7 4 5 6 1 8 9 2 3 7 4 5 6 1 8 9 4 6 7 2 5 3 1 8 9 6 5 7 4 3 2 1 893111732 Mon Apr 20 17:35:32 1998

9 9 2 8 2 1 3 1 1 9 6 2 7 1 1 6 3 1 9 7 2 4 2 1 4 2 1 9 6 3 3 5 1 4 4 1 893112318 Mon Apr 20 17:45:18 1998

5 5 8 7 2 3 5 4 2 5 5 8 7 2 3 5 4 2 5 5 8 7 2 3 5 4 2 5 5 3 7 2 3 5 4 2 893118479 Mon Apr 20 19:27:59 1998

5 5 8 7 2 3 5 4 2 5 5 8 7 2 3 5 4 2 5 5 8 7 2 3 5 4 2 5 5 8 7 2 3 5 4 2 893118555 Mon Apr 20 19:29:15 1998

9 8 7 8 4 2 5 2 1 9 8 4 6 4 2 4 3 2 9 9 4 5 4 2 4 3 2 9 9 4 4 4 2 4 3 2 893119057 Mon Apr 20 19:37:37 1998

9 4 4 6 4 3 4 2 2 9 6 4 6 5 2 4 2 2 9 5 4 6 4 2 4 2 2 9 5 3 4 3 2 3 3 2 893169287 Tue Apr 21  9:34:47 1998

7 6 2 6 5 1 4 3 1 7 5 3 6 5 1 4 2 1 7 6 5 4 6 2 4 3 1 7 6 4 6 5 4 4 3 1 893169311 Tue Apr 21  9:35:11 1998

9 7 3 4 2 2 3 2 2 9 7 5 3 2 2 4 2 2 9 7 3 4 2 2 5 2 2 9 7 4 4 3 2 4 2 2 893172712 Tue Apr 21 10:31:52 1998

9 9 4 8 7 1 3 1 1 9 8 4 7 7 1 3 1 1 9 8 4 8 7 1 3 1 1 9 7 3 7 8 2 4 1 1 893173420 Tue Apr 21 10:43:40 1998

7 8 1 8 9 1 5 3 1 6 9 1 7 9 1 5 5 1 5 8 1 6 9 1 5 6 1 5 8 1 6 8 1 5 7 1 893173846 Tue Apr 21 10:50:46 1998

9 7 3 8 6 3 9 6 2 9 6 3 9 6 3 9 6 3 9 6 3 9 6 3 9 6 3 9 6 3 9 6 3 9 6 3 893174083 Tue Apr 21 10:54:43 1998

9 7 3 4 6 2 3 4 1 9 8 3 7 4 2 3 3 1 9 6 4 7 4 2 2 3 1 9 7 3 6 4 2 3 3 1 893174135 Tue Apr 21 10:55:35 1998

8 6 4 7 2 3 4 2 1 7 6 6 7 2 1 5 2 1 7 7 7 7 3 2 5 2 1 7 6 6 7 2 3 5 2 1 893174378 Tue Apr 21 10:59:38 1998

7 5 4 2 1 1 4 1 1 8 4 3 2 1 1 3 1 1 8 3 3 2 1 1 2 1 1 7 5 3 3 2 1 4 2 2 893181013 Tue Apr 21 12:50:13 1998

6 6 4 6 7 4 5 4 3 7 6 4 6 6 4 5 5 4 6 6 4 5 6 6 5 4 4 5 6 4 6 6 7 5 5 3 893181487 Tue Apr 21 12:58:07 1998

7 8 4 7 6 2 6 3 3 7 6 4 7 5 3 6 2 2 7 3 4 6 4 3 5 3 2 7 8 3 6 7 2 6 5 3 893181806 Tue Apr 21 13:03:26 1998

8 7 4 6 4 1 6 4 1 9 6 2 5 3 1 3 3 1 9 5 2 5 5 1 4 2 1 9 4 2 4 4 1 3 2 1 893184395 Tue Apr 21 13:46:35 1998

