9 7 2 3 4 1 3 1 2 8 7 4 5 2 1 3 3 1 8 7 2 5 1 1 4 2 3 9 7 4 5 1 1 3 2 1 911484782 Thu Nov 19  9:13:02 1998

9 7 2 3 4 1 3 1 2 8 7 4 5 2 1 3 3 1 8 7 2 5 1 1 4 2 3 9 7 4 5 1 1 3 2 1 911487430 Thu Nov 19  9:57:10 1998

9 7 2 3 4 1 3 1 2 8 7 4 5 2 1 3 3 1 8 7 2 5 1 1 4 2 3 9 7 4 5 1 1 3 2 1 911487670 Thu Nov 19 10:01:10 1998

9 7 2 3 4 1 3 1 2 8 7 4 5 2 1 3 3 1 8 7 2 5 1 1 4 2 3 9 7 4 5 1 1 3 2 1 911487860 Thu Nov 19 10:04:20 1998

9 7 2 3 4 1 3 1 2 8 7 4 5 2 1 3 3 1 8 7 2 5 1 1 4 2 3 9 7 4 5 1 1 3 2 1 911487977 Thu Nov 19 10:06:17 1998

8 5 5 4 2 1 2 2 1 8 3 5 4 1 2 3 2 1 8 4 4 3 2 1 3 1 1 8 3 4 4 1 1 3 1 2 911492105 Thu Nov 19 11:15:05 1998

9 8 1 8 5 1 2 2 1 9 8 2 8 2 1 2 3 1 9 9 2 8 2 2 2 1 1 9 9 5 8 8 3 2 1 1 911499219 Thu Nov 19 13:13:39 1998

9 8 2 7 4 1 4 4 1 9 6 2 7 1 1 4 1 1 9 5 3 5 2 1 4 2 1 9 6 3 7 2 1 4 3 1 911501654 Thu Nov 19 13:54:14 1998

8 6 3 8 5 2 4 1 1 9 8 3 7 5 6 4 4 1 8 7 4 8 6 4 3 2 2 8 7 3 8 6 4 5 2 2 911517639 Thu Nov 19 18:20:39 1998

8 9 2 7 7 1 4 2 1 8 7 4 6 8 2 4 2 1 9 6 2 7 8 1 3 4 1 9 8 2 4 5 1 4 1 1 911575480 Fri Nov 20 10:24:40 1998

8 6 5 3 2 1 7 2 3 8 6 5 3 2 2 4 4 4 7 5 5 3 3 2 4 3 3 8 5 5 3 2 2 3 3 3 911579534 Fri Nov 20 11:32:14 1998

8 6 2 6 5 2 3 4 1 8 6 3 5 5 2 3 4 1 7 6 3 4 4 2 4 2 1 9 6 3 5 3 2 4 3 1 911579558 Fri Nov 20 11:32:38 1998

4 2 3 6 2 1 3 2 1 3 2 1 6 2 1 2 1 1 4 2 2 5 2 1 3 1 1 4 2 2 6 2 1 5 1 1 911581509 Fri Nov 20 12:05:09 1998

9 7 6 8 4 2 4 3 1 9 5 7 7 5 2 4 5 1 9 6 5 7 4 2 5 5 1 9 7 5 7 6 2 5 4 1 911601029 Fri Nov 20 17:30:29 1998

9 7 3 7 5 1 3 2 2 9 7 3 7 6 2 7 4 2 9 7 4 8 7 2 4 4 1 9 7 4 8 7 2 4 4 1 911765154 Sun Nov 22 15:05:54 1998

8 7 4 5 6 2 3 2 1 8 5 3 7 5 2 1 4 1 8 5 4 7 5 1 3 3 1 8 5 3 6 4 1 4 2 1 911771378 Sun Nov 22 16:49:38 1998

9 7 3 5 2 1 3 2 2 9 4 3 5 2 1 6 2 1 9 6 4 5 2 1 6 2 1 9 4 4 5 2 1 5 2 1 911782448 Sun Nov 22 19:54:08 1998

9 7 3 4 4 2 5 3 1 9 6 4 4 3 2 4 3 1 9 5 5 5 4 3 4 3 1 9 6 5 7 4 2 5 3 2 911783185 Sun Nov 22 20:06:25 1998

9 4 6 5 3 1 3 3 1 9 4 5 6 3 1 6 3 1 9 7 5 6 3 1 6 3 1 9 7 6 5 2 1 5 3 1 911796051 Sun Nov 22 23:40:51 1998

9 8 4 6 5 3 5 3 1 9 8 5 6 4 2 5 3 2 9 8 4 6 5 2 5 3 1 9 8 4 5 4 2 5 3 1 911845181 Mon Nov 23 13:19:41 1998

7 8 3 5 4 2 2 4 1 6 8 3 5 4 1 3 2 1 7 8 2 6 4 3 4 2 1 7 9 3 5 6 2 4 2 1 911850933 Mon Nov 23 14:55:33 1998

8 7 3 6 6 2 3 2 1 8 5 4 5 5 1 4 4 2 8 6 4 4 4 1 5 4 1 9 5 4 4 5 1 4 5 2 911853384 Mon Nov 23 15:36:24 1998

9 7 3 6 4 2 6 4 1 9 7 3 6 5 2 7 4 1 9 6 3 7 5 2 7 3 1 9 6 3 6 5 2 7 3 1 911866982 Mon Nov 23 19:23:02 1998

8 4 2 4 1 1 3 1 1 3 2 2 2 1 1 3 1 1 7 2 3 3 1 1 4 1 1 9 3 3 4 1 1 4 1 1 911876888 Mon Nov 23 22:08:08 1998

9 7 2 6 2 1 3 3 1 9 7 3 6 3 2 3 4 1 9 8 2 2 2 1 3 2 1 9 8 2 6 3 1 4 2 1 911886802 Tue Nov 24  0:53:22 1998

9 8 5 9 7 1 5 3 1 9 8 5 9 7 1 5 3 1 9 8 5 9 6 1 5 3 1 9 8 5 9 3 1 5 3 1 911921676 Tue Nov 24 10:34:36 1998

8 6 4 5 4 3 4 3 3 7 5 5 5 3 3 4 3 3 8 5 4 5 4 3 4 3 3 8 4 3 5 3 3 5 3 3 911930977 Tue Nov 24 13:09:37 1998

8 8 6 6 6 2 7 1 2 8 8 6 6 6 2 7 1 2 8 8 6 6 3 2 7 1 2 8 8 6 6 3 2 7 1 2 911948595 Tue Nov 24 18:03:15 1998

9 8 5 7 4 1 4 3 1 9 8 5 7 4 2 4 4 2 9 8 5 7 5 2 4 5 2 9 8 5 7 6 3 4 4 1 912132018 Thu Nov 26 21:00:18 1998

9 8 3 6 4 1 3 2 1 9 6 2 6 3 1 3 2 1 9 7 2 2 3 1 3 2 1 9 8 2 4 4 1 5 2 1 912183375 Fri Nov 27 11:16:15 1998

9 4 3 5 4 1 3 3 1 9 3 2 4 3 2 3 3 1 9 3 2 5 2 3 4 3 2 9 3 3 4 3 2 2 2 2 912384101 Sun Nov 29 19:01:41 1998

9 8 4 5 3 1 4 3 1 9 7 4 5 4 1 4 3 1 9 7 5 4 3 1 3 2 1 9 7 6 5 2 1 4 2 1 912395184 Sun Nov 29 22:06:24 1998

9 5 4 7 4 3 4 2 1 9 5 4 8 4 3 4 2 1 9 5 3 7 5 2 3 2 1 9 5 4 7 4 3 4 2 1 912454050 Mon Nov 30 14:27:30 1998

9 7 5 6 4 2 3 3 2 8 7 5 5 3 2 4 2 1 9 7 3 6 4 2 3 2 2 9 6 6 5 4 2 5 2 1 912455137 Mon Nov 30 14:45:37 1998

9 6 6 8 3 3 4 3 2 9 6 6 7 4 3 5 2 2 9 6 5 7 3 3 4 2 2 9 6 4 7 3 3 4 2 2 912468005 Mon Nov 30 18:20:05 1998

9 7 5 8 5 5 6 3 2 9 7 5 8 5 3 7 3 1 9 7 3 8 6 4 6 3 1 9 6 4 7 5 1 7 3 1 912469211 Mon Nov 30 18:40:11 1998

9 6 5 5 5 3 5 2 2 9 6 4 7 3 5 6 4 1 9 6 4 7 3 3 5 1 2 9 7 4 6 4 2 5 2 1 912470368 Mon Nov 30 18:59:28 1998

9 5 4 6 3 1 4 2 1 9 7 5 5 4 2 2 1 1 9 7 5 5 5 2 2 1 2 9 8 5 5 5 2 4 1 8 912471422 Mon Nov 30 19:17:02 1998

9 6 4 6 5 3 3 2 2 9 5 4 6 6 2 5 3 2 8 5 4 6 5 4 3 3 1 9 5 6 6 5 4 4 3 1 912474492 Mon Nov 30 20:08:12 1998

9 5 4 6 3 2 4 3 1 8 4 3 7 2 2 6 3 1 8 5 3 7 2 2 4 2 1 9 5 3 7 2 1 4 2 1 912477584 Mon Nov 30 20:59:44 1998

6 5 3 4 4 3 3 3 2 7 5 3 5 5 3 3 3 2 8 6 4 5 6 3 4 4 2 6 6 3 5 4 1 4 4 2 912480217 Mon Nov 30 21:43:37 1998

9 7 2 4 4 1 3 1 1 9 7 4 6 4 1 3 3 1 9 7 4 4 3 1 4 3 1 9 4 3 5 4 1 3 5 1 912481508 Mon Nov 30 22:05:08 1998

9 7 5 2 2 1 3 1 1 9 6 5 4 3 2 4 1 1 8 8 4 6 6 1 5 1 1 8 7 3 5 6 1 4 2 2 912520120 Tue Dec  1  8:48:40 1998

9 8 6 7 4 2 5 3 1 9 7 6 8 2 5 4 3 1 9 8 5 7 4 3 6 2 1 9 8 5 7 3 4 6 1 2 912531519 Tue Dec  1 11:58:39 1998

9 6 4 6 3 2 6 4 1 9 6 4 6 3 2 5 4 1 9 6 3 3 3 1 5 2 1 9 6 3 5 3 1 5 2 2 912534548 Tue Dec  1 12:49:08 1998

8 5 4 8 4 3 7 2 1 7 4 3 8 3 2 7 2 1 8 4 3 7 2 1 6 2 1 8 5 4 7 2 1 6 2 2 912535307 Tue Dec  1 13:01:47 1998

9 7 3 6 5 1 5 2 1 9 5 3 4 2 2 5 3 1 9 6 2 5 3 2 4 3 1 9 4 1 5 3 1 5 2 1 912539716 Tue Dec  1 14:15:16 1998

