1 1 4
2 1 3
3 1 2
4 1 3
5 1 7
6 1 1
7 1 3
8 1 2
9 1 7
10 1 5
11 1 3
12 1 6
13 1 5
14 1 6
15 1 2
16 1 4
17 1 7
18 1 6
19 1 2
20 1 4
21 1 0
22 1 3
23 1 6
24 1 1
25 1 5
1 2 6
2 2 4
3 2 7
4 2 6
5 2 9
6 2 3
7 2 6
8 2 5
9 2 8
10 2 5
11 2 7
12 2 8
13 2 8
14 2 7
15 2 5
16 2 7
17 2 9
18 2 7
19 2 5
20 2 8
21 2 1
22 2 6
23 2 8
24 2 5
25 2 7
1 3 8
2 3 6
3 3 8
4 3 7
5 3 9
6 3 5
7 3 8
8 3 9
9 3 9
10 3 9
11 3 8
12 3 9
13 3 10
14 3 9
15 3 7
16 3 6
17 3 10
18 3 10
19 3 7
20 3 9
21 3 6
22 3 5
23 3 9
24 3 5
25 3 8

